,date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,scores,anomaly
556,2022-04-28,enterprisemarketingportal,referral,chrome_launch_switch,95.06,3039,748,362,705.3,1.0,11%,1m 36s,Mobile,Chrome,4,4,-0.005846838035167168,-1
557,2021-10-15,enterprisemarketingportal,referral,organic,15.91,5775,1684,115,20.01,19.0,17%,6m 28s,Desktop,Safari,5,3,0.06275316135903186,1
558,2021-02-04,referral,referral,direct,88.48,3706,2553,398,270.26,5.0,22%,4m 30s,Desktop,Safari,4,4,0.050836130302924665,1
559,2023-11-07,google,referral,chrome_launch_switch,21.71,1509,4037,499,91.18,12.0,18%,7m 56s,Mobile,Safari,5,3,0.05058655780123955,1
560,2022-05-17,google,paid,chrome_launch_switch,4.42,7195,7402,934,349.63,16.0,9%,1m 30s,Desktop,Chrome,3,3,0.014720978985534372,1
561,2021-11-23,brightedge,organic,organic,27.75,1110,2304,93,162.76,28.0,19%,6m 48s,Mobile,Firefox,1,3,0.01769827108156996,1
562,2023-07-11,referral,organic,chrome_launch_switch,68.28,3619,4343,50,929.41,22.0,24%,5m 24s,Desktop,Safari,1,3,0.08368015011188784,1
563,2021-12-07,brightedge,paid,referral,34.72,580,4364,643,729.66,22.0,12%,9m 24s,Mobile,Chrome,3,5,0.00432984302157724,1
564,2022-09-29,referral,referral,organic,59.83,8842,5376,517,827.69,19.0,24%,5m 19s,Desktop,Firefox,1,5,0.06333782549142497,1
565,2023-09-11,google,organic,direct,70.34,4739,787,418,739.95,13.0,12%,10m 7s,Desktop,Safari,2,3,0.08395746425568351,1
566,2022-01-31,brightedge,organic,referral,12.95,3366,8306,412,162.44,4.0,9%,7m 20s,Desktop,Chrome,2,4,0.04434004078136877,1
567,2021-06-01,google,organic,direct,45.39,3057,4601,889,618.32,24.0,19%,3m 47s,Desktop,Safari,1,3,0.07181531725221768,1
568,2022-10-07,referral,organic,chrome_launch_switch,60.44,8057,341,786,321.93,26.0,22%,9m 44s,Mobile,Firefox,3,4,0.09452616541702974,1
569,2023-05-19,google,paid,referral,69.74,7275,1845,813,386.34,3.0,22%,3m 58s,Desktop,Firefox,5,5,0.05438170990693025,1
570,2022-02-25,enterprisemarketingportal,none,chrome_launch_switch,59.71,2767,1525,502,351.45,10.0,5%,7m 41s,Mobile,Safari,3,4,0.08029992550678011,1
571,2021-05-25,google,none,direct,19.32,8431,7279,875,276.02,14.0,8%,9m 54s,Mobile,Safari,4,5,0.06703859222924025,1
572,2023-04-16,google,none,organic,34.45,9936,2984,462,791.07,15.0,21%,10m 14s,Mobile,Safari,3,3,0.04257387167758042,1
573,2022-05-16,referral,referral,organic,78.42,6093,5495,364,999.68,12.0,15%,2m 16s,Desktop,Chrome,1,5,0.07557541331325368,1
574,2021-09-02,brightedge,referral,chrome_launch_switch,46.91,6264,3529,824,141.22,17.0,13%,4m 45s,Mobile,Firefox,3,5,0.08530259859050654,1
575,2021-05-12,referral,organic,referral,79.52,7670,7879,525,937.72,10.0,9%,10m 7s,Desktop,Safari,3,5,0.07210882365486249,1
576,2021-06-16,enterprisemarketingportal,referral,referral,58.34,9659,8367,983,660.17,23.0,17%,8m 2s,Desktop,Chrome,1,3,0.030709903907832126,1
577,2022-12-25,google,organic,direct,31.21,4096,903,933,629.4,21.0,8%,4m 25s,Mobile,Firefox,1,4,0.1049499236055339,1
578,2022-04-22,referral,referral,organic,8.88,8751,7956,273,116.14,7.0,25%,8m 30s,Mobile,Firefox,5,3,0.01644577286382265,1
579,2022-02-03,referral,none,chrome_launch_switch,38.5,3957,8655,575,481.28,15.0,15%,5m 15s,Desktop,Chrome,5,5,0.07495676773656268,1
580,2022-07-01,referral,none,referral,27.46,690,6710,189,811.4,1.0,7%,5m 33s,Desktop,Safari,2,4,0.0011921691581380234,1
581,2023-03-07,referral,paid,organic,21.01,6763,4422,548,785.59,10.0,11%,9m 8s,Mobile,Safari,2,3,0.07049690782595708,1
582,2022-11-06,enterprisemarketingportal,none,organic,76.26,3564,1368,345,973.4,25.0,24%,1m 55s,Mobile,Chrome,5,5,0.07626161186605362,1
583,2021-07-21,brightedge,referral,organic,96.7,6020,8049,908,552.14,13.0,9%,9m 16s,Desktop,Safari,5,3,0.035511424597792884,1
584,2021-05-23,google,referral,chrome_launch_switch,13.77,4076,6586,867,200.88,22.0,20%,3m 47s,Mobile,Firefox,2,4,0.08527804015996182,1
585,2023-02-13,google,none,chrome_launch_switch,64.18,684,592,340,741.98,14.0,11%,2m 4s,Mobile,Firefox,2,5,0.03885295540868661,1
586,2021-06-23,referral,paid,chrome_launch_switch,30.66,7688,3711,397,782.49,5.0,24%,9m 31s,Desktop,Firefox,1,3,0.06034769094816983,1
587,2022-02-03,referral,referral,referral,79.04,8272,7189,570,272.06,23.0,8%,1m 21s,Desktop,Chrome,4,3,0.05635225557496182,1
588,2021-12-13,referral,organic,chrome_launch_switch,18.53,7331,4454,321,327.33,24.0,6%,5m 30s,Mobile,Firefox,1,4,0.07256258420054773,1
589,2021-01-24,brightedge,referral,chrome_launch_switch,42.26,8161,1073,224,680.22,11.0,14%,1m 15s,Desktop,Safari,4,4,0.0820382441983929,1
590,2021-08-21,enterprisemarketingportal,organic,direct,38.32,6644,4346,404,611.45,6.0,19%,4m 29s,Mobile,Firefox,1,4,0.07538720993485004,1
591,2023-09-02,enterprisemarketingportal,referral,referral,2.97,484,465,965,862.75,3.0,11%,9m 2s,Desktop,Safari,1,5,-0.03576546432472427,-1
592,2022-07-28,brightedge,none,direct,90.07,4526,4598,622,758.84,29.0,20%,9m 10s,Mobile,Safari,2,3,0.024741069122790504,1
593,2023-07-06,enterprisemarketingportal,paid,referral,37.18,3429,1872,163,466.77,16.0,20%,6m 51s,Desktop,Firefox,5,4,0.09781225201362925,1
594,2021-12-26,enterprisemarketingportal,none,referral,25.37,9654,4239,502,803.49,1.0,10%,4m 6s,Desktop,Firefox,4,5,-0.017427419290373947,-1
595,2023-08-23,brightedge,organic,chrome_launch_switch,37.6,7140,7626,135,116.83,6.0,5%,9m 11s,Mobile,Safari,3,5,0.06703901874072082,1
596,2023-07-26,enterprisemarketingportal,paid,direct,35.82,7167,1776,140,986.98,9.0,18%,1m 35s,Desktop,Firefox,1,3,0.08369085728336867,1
597,2022-08-28,brightedge,paid,organic,74.54,7210,8240,861,528.65,9.0,9%,1m 15s,Mobile,Firefox,1,4,0.08922001426440096,1
598,2021-08-27,google,organic,organic,65.07,6668,1862,483,793.95,26.0,8%,5m 55s,Mobile,Firefox,2,5,0.07702858519380484,1
599,2023-04-07,enterprisemarketingportal,organic,organic,48.51,7429,2521,217,922.74,24.0,18%,3m 54s,Desktop,Firefox,4,5,0.07318207645469099,1
600,2022-08-05,referral,referral,organic,64.78,1213,3766,970,974.06,19.0,10%,9m 43s,Desktop,Chrome,3,3,0.051924725167847074,1
601,2021-12-15,google,organic,organic,58.2,5368,5614,926,551.07,15.0,9%,8m 13s,Desktop,Safari,2,4,0.11023008858435335,1
602,2021-05-02,enterprisemarketingportal,organic,referral,63.24,2981,2631,114,876.13,25.0,23%,6m 54s,Mobile,Safari,5,5,0.0745967289095607,1
603,2023-03-10,google,none,organic,51.38,7292,1603,372,292.55,27.0,22%,9m 15s,Mobile,Safari,2,4,0.07777016839335193,1
604,2022-02-06,google,none,direct,12.18,2709,4187,262,429.73,22.0,19%,8m 1s,Mobile,Safari,3,5,0.04986121958799539,1
605,2021-06-05,referral,referral,referral,16.73,4964,6624,889,859.25,30.0,22%,3m 55s,Desktop,Firefox,2,5,0.017950251963403163,1
606,2022-09-02,enterprisemarketingportal,referral,referral,55.5,3852,1672,734,848.29,3.0,14%,2m 15s,Mobile,Chrome,1,5,0.060526981340175756,1
607,2022-10-17,enterprisemarketingportal,referral,direct,54.14,6228,6508,436,814.5,24.0,18%,6m 47s,Mobile,Firefox,3,3,0.08240097236127475,1
608,2021-11-02,enterprisemarketingportal,organic,chrome_launch_switch,44.83,3805,2388,488,452.31,21.0,9%,2m 21s,Desktop,Chrome,5,5,0.08736196105509947,1
609,2022-10-08,referral,referral,referral,17.79,317,725,708,779.14,27.0,10%,3m 48s,Mobile,Chrome,2,4,0.024315723494239827,1
610,2022-06-27,brightedge,organic,organic,25.09,4427,1110,104,226.6,28.0,10%,1m 48s,Desktop,Chrome,3,4,0.0687801552302908,1
611,2021-06-17,enterprisemarketingportal,none,organic,35.14,4326,3943,40,740.36,6.0,20%,3m 35s,Desktop,Chrome,5,4,0.07117086598772404,1
612,2022-12-16,enterprisemarketingportal,organic,referral,19.57,5463,8444,290,411.59,15.0,25%,10m 21s,Mobile,Chrome,4,3,0.0812799214295532,1
613,2022-04-22,google,organic,chrome_launch_switch,78.7,670,6404,591,214.63,5.0,18%,5m 3s,Mobile,Safari,3,3,0.03383614462265083,1
614,2022-12-27,brightedge,organic,chrome_launch_switch,48.05,7215,2832,177,165.81,21.0,22%,9m 58s,Desktop,Firefox,1,3,0.07124857844401644,1
615,2023-09-28,referral,none,organic,6.14,8926,5541,774,71.54,3.0,17%,9m 8s,Desktop,Firefox,5,5,0.013676003787159718,1
616,2022-06-16,brightedge,none,direct,26.92,9003,8001,617,4.84,11.0,17%,10m 12s,Desktop,Chrome,1,5,0.04628817369694449,1
617,2022-01-22,google,organic,referral,53.36,5176,4343,402,639.78,12.0,14%,9m 57s,Mobile,Firefox,1,4,0.09917519114701029,1
618,2024-01-05,brightedge,paid,organic,63.04,6249,2733,569,67.11,5.0,5%,6m 4s,Mobile,Chrome,1,4,0.07827948120000483,1
619,2023-03-10,google,none,organic,30.65,2424,1445,931,348.48,1.0,16%,9m 44s,Mobile,Safari,1,3,0.026145763701490465,1
620,2023-09-28,brightedge,referral,direct,23.5,4783,7579,63,406.34,27.0,22%,3m 29s,Desktop,Firefox,1,4,0.0756821406801581,1
621,2023-04-19,google,none,direct,65.71,5776,3639,168,284.16,28.0,9%,2m 57s,Desktop,Chrome,2,5,0.059963735708932875,1
622,2023-01-24,brightedge,none,organic,6.46,4762,5288,677,390.28,7.0,24%,8m 40s,Mobile,Firefox,1,4,0.03568660188160577,1
623,2023-02-12,enterprisemarketingportal,organic,organic,74.26,2162,256,427,113.51,12.0,15%,10m 42s,Mobile,Chrome,4,4,0.08367674542646891,1
624,2022-08-09,google,organic,organic,92.7,7752,4325,209,817.37,3.0,12%,7m 3s,Mobile,Chrome,3,3,-0.00276696237780083,-1
625,2022-11-20,referral,referral,referral,8.63,3907,3662,288,306.28,28.0,13%,2m 17s,Desktop,Safari,4,4,0.03933672287322687,1
626,2022-10-04,google,none,chrome_launch_switch,82.65,7408,8428,188,318.89,6.0,14%,10m 18s,Desktop,Chrome,2,5,0.0528031336715441,1
627,2021-07-04,referral,referral,organic,60.88,5133,347,668,132.76,13.0,20%,9m 17s,Mobile,Safari,2,4,0.10400609356258878,1
628,2022-01-08,enterprisemarketingportal,none,organic,49.48,1437,4806,604,303.85,18.0,12%,5m 19s,Mobile,Safari,1,5,0.06222209158334613,1
629,2022-01-20,referral,paid,chrome_launch_switch,54.87,2438,240,274,947.16,28.0,21%,5m 40s,Desktop,Safari,3,4,0.07272306449800159,1
630,2023-11-26,referral,referral,referral,21.83,2246,4412,505,916.99,17.0,7%,9m 39s,Mobile,Firefox,4,4,0.09345894196010635,1
631,2022-02-27,referral,paid,chrome_launch_switch,97.67,3145,5344,229,150.71,15.0,11%,5m 2s,Mobile,Firefox,1,5,0.02620979806121959,1
632,2021-11-23,enterprisemarketingportal,none,organic,65.61,8317,3864,415,154.66,24.0,15%,4m 25s,Mobile,Chrome,4,5,0.07331485664225035,1
633,2023-01-17,enterprisemarketingportal,none,organic,14.79,4583,5734,117,26.47,26.0,18%,8m 56s,Desktop,Firefox,1,4,0.06620161564606564,1
634,2023-01-20,referral,referral,direct,99.51,6879,4161,541,303.61,21.0,13%,1m 19s,Mobile,Firefox,4,3,0.015105055046791604,1
635,2023-10-27,brightedge,referral,chrome_launch_switch,54.9,8381,5843,874,443.64,7.0,6%,7m 52s,Desktop,Firefox,1,3,0.07131921396593754,1
636,2022-11-17,referral,paid,direct,99.87,6226,7305,462,71.07,27.0,13%,6m 8s,Mobile,Firefox,5,3,-0.0031970859657594053,-1
637,2021-11-15,google,none,direct,10.84,3963,6810,665,191.94,20.0,15%,3m 48s,Mobile,Chrome,5,3,0.04968240757623965,1
638,2023-12-04,referral,referral,referral,40.55,5066,7570,902,426.3,24.0,25%,9m 38s,Mobile,Firefox,1,4,0.09954419615512866,1
639,2021-07-29,enterprisemarketingportal,organic,direct,69.6,884,1444,760,208.81,24.0,17%,6m 35s,Mobile,Firefox,4,4,0.06929573812716316,1
640,2022-10-25,brightedge,none,direct,19.99,8193,8325,973,431.49,23.0,16%,4m 36s,Mobile,Chrome,3,5,0.06300384743477505,1
641,2022-12-19,enterprisemarketingportal,referral,direct,90.31,2188,6700,640,747.28,15.0,6%,6m 19s,Mobile,Firefox,1,4,0.07103854286019784,1
642,2022-03-17,enterprisemarketingportal,organic,direct,70.59,6365,2226,440,118.15,25.0,17%,3m 1s,Desktop,Firefox,1,3,0.0709758474251242,1
643,2023-09-23,referral,paid,chrome_launch_switch,35.5,6918,3218,63,379.16,5.0,20%,6m 12s,Mobile,Firefox,2,3,0.07120811373818003,1
644,2022-06-04,referral,none,referral,9.16,7924,341,994,913.92,22.0,16%,2m 57s,Desktop,Safari,2,3,0.028609604670467248,1
645,2022-06-14,enterprisemarketingportal,referral,referral,65.32,9651,1823,208,195.52,26.0,20%,6m 35s,Mobile,Firefox,5,4,0.06230215702887676,1
646,2023-05-11,brightedge,none,chrome_launch_switch,27.46,457,8402,479,184.04,28.0,22%,2m 24s,Mobile,Chrome,5,3,-0.01025106720139779,-1
647,2024-01-09,google,referral,direct,18.0,6520,413,140,123.36,5.0,7%,7m 37s,Desktop,Firefox,3,5,0.050370855366893674,1
648,2023-09-03,google,referral,organic,79.2,9254,3552,977,117.33,15.0,25%,7m 58s,Desktop,Chrome,2,4,0.08857973907743871,1
649,2023-07-29,brightedge,paid,organic,48.67,8440,4965,457,464.7,6.0,23%,10m 53s,Desktop,Firefox,3,3,0.061235735037875494,1
650,2021-09-02,brightedge,organic,chrome_launch_switch,84.34,1845,3354,56,290.8,14.0,14%,4m 48s,Desktop,Safari,1,3,0.06025657757545411,1
651,2023-09-27,brightedge,none,direct,5.45,1785,1866,272,411.8,5.0,14%,2m 44s,Desktop,Safari,2,5,0.017947379724378876,1
652,2022-11-29,enterprisemarketingportal,none,chrome_launch_switch,5.02,72,2615,668,176.73,30.0,16%,1m 58s,Desktop,Firefox,1,4,-0.04833634418548893,-1
653,2021-03-24,referral,none,direct,24.37,1755,2516,483,787.33,21.0,11%,4m 14s,Mobile,Safari,4,4,0.08627438980178759,1
654,2023-02-12,google,paid,chrome_launch_switch,34.78,6128,5059,797,607.41,4.0,13%,4m 53s,Mobile,Safari,4,3,0.05672243575471225,1
655,2023-08-15,enterprisemarketingportal,paid,organic,36.38,1947,8530,89,811.11,2.0,20%,7m 40s,Mobile,Chrome,2,4,0.03239639143904127,1
656,2021-10-13,referral,paid,direct,95.24,2275,8248,823,536.61,9.0,18%,4m 37s,Desktop,Chrome,1,4,0.04319915189636636,1
657,2021-11-06,brightedge,none,direct,62.6,6871,5326,198,563.93,12.0,7%,9m 46s,Mobile,Safari,5,3,0.09104320416530653,1
658,2023-11-01,enterprisemarketingportal,paid,referral,97.3,2430,5169,87,420.29,29.0,10%,3m 5s,Mobile,Firefox,3,4,0.0072079702504299625,1
659,2021-05-16,enterprisemarketingportal,organic,direct,41.56,7912,8336,453,536.7,18.0,19%,2m 23s,Mobile,Firefox,1,4,0.10171671505475893,1
660,2022-08-30,referral,organic,direct,72.51,4865,6312,481,977.1,3.0,17%,3m 37s,Desktop,Safari,4,3,0.0399181976953068,1
661,2023-11-22,brightedge,none,chrome_launch_switch,12.04,1160,1368,903,390.02,17.0,25%,7m 57s,Mobile,Safari,4,5,0.020863403592014662,1
662,2022-07-18,referral,referral,referral,98.39,9648,5700,271,124.85,14.0,23%,10m 54s,Desktop,Firefox,4,5,0.00470207545304091,1
663,2023-12-27,enterprisemarketingportal,referral,direct,54.12,5279,6188,380,359.34,29.0,23%,10m 54s,Desktop,Chrome,4,4,0.06460865497185231,1
664,2022-12-29,brightedge,organic,referral,69.02,22,5918,647,240.28,8.0,7%,10m 1s,Desktop,Firefox,4,4,0.02880214091286737,1
665,2022-07-16,brightedge,none,referral,36.84,2270,4236,958,378.79,9.0,13%,8m 41s,Mobile,Firefox,2,3,0.07703489751481007,1
666,2023-03-25,enterprisemarketingportal,referral,chrome_launch_switch,10.02,3711,2218,339,25.49,12.0,17%,6m 59s,Mobile,Chrome,3,3,0.04369936696674315,1
667,2021-07-01,referral,referral,direct,89.51,3081,6881,189,919.52,19.0,22%,10m 18s,Desktop,Firefox,2,4,0.0789520309138928,1
668,2022-06-02,brightedge,organic,referral,43.78,3727,7841,140,848.69,1.0,20%,5m 43s,Desktop,Safari,2,3,0.014011410956250137,1
669,2023-05-06,enterprisemarketingportal,none,chrome_launch_switch,83.05,9974,532,155,980.43,14.0,5%,3m 36s,Mobile,Chrome,5,3,0.020790155732671844,1
670,2022-06-01,google,referral,chrome_launch_switch,64.02,7121,5418,932,500.5,3.0,5%,10m 40s,Desktop,Chrome,3,4,0.062234205446461854,1
671,2021-02-01,referral,organic,organic,73.6,5721,5329,630,972.06,18.0,12%,8m 54s,Mobile,Chrome,1,3,0.08235716755989875,1
672,2023-12-18,referral,referral,referral,96.7,3313,3495,416,386.58,25.0,13%,4m 25s,Desktop,Chrome,1,3,0.024223307580189646,1
673,2023-03-08,referral,referral,referral,38.05,6710,5904,829,81.47,22.0,24%,4m 24s,Mobile,Chrome,2,3,0.0714441361166045,1
674,2023-03-04,enterprisemarketingportal,none,chrome_launch_switch,74.79,881,6345,345,489.55,6.0,24%,6m 6s,Desktop,Firefox,3,5,0.03613105454315746,1
675,2021-06-09,brightedge,referral,organic,99.76,2290,3048,723,626.55,22.0,9%,7m 47s,Desktop,Chrome,2,5,0.014762556597314402,1
676,2021-03-08,referral,paid,chrome_launch_switch,8.35,1876,1629,163,283.27,10.0,22%,3m 29s,Desktop,Chrome,5,3,0.030157919339550143,1
677,2022-02-10,referral,referral,organic,37.6,8095,2008,412,56.39,15.0,13%,1m 39s,Mobile,Firefox,2,4,0.09959003803707017,1
678,2024-01-17,brightedge,none,direct,67.41,5408,5817,162,378.38,19.0,16%,9m 23s,Desktop,Chrome,3,5,0.08499368665644347,1
679,2022-01-02,enterprisemarketingportal,none,organic,46.79,8970,5069,218,162.58,24.0,17%,4m 29s,Desktop,Safari,4,3,0.04458102511706996,1
680,2022-06-03,brightedge,organic,chrome_launch_switch,39.48,8127,7681,935,619.97,27.0,20%,2m 55s,Desktop,Chrome,1,5,0.058621274324298756,1
681,2021-02-04,enterprisemarketingportal,paid,direct,59.82,5335,7920,699,765.91,21.0,16%,6m 36s,Desktop,Firefox,1,5,0.08979946793268734,1
682,2022-02-27,enterprisemarketingportal,paid,organic,26.95,7547,8537,722,263.01,15.0,11%,5m 13s,Mobile,Firefox,3,3,0.08041950866442915,1
683,2022-10-28,brightedge,none,chrome_launch_switch,77.9,6695,1480,629,640.31,17.0,21%,3m 6s,Mobile,Chrome,5,4,0.11244100470523372,1
684,2023-03-24,brightedge,organic,chrome_launch_switch,61.0,7593,4277,956,830.36,20.0,24%,4m 34s,Mobile,Chrome,1,5,0.08242771132704041,1
685,2022-12-23,google,referral,organic,93.83,4896,425,447,514.34,26.0,20%,9m 30s,Desktop,Firefox,4,4,0.05406597632521282,1
686,2022-09-28,google,organic,direct,91.57,6955,7407,266,937.92,18.0,22%,3m 17s,Desktop,Firefox,4,4,0.0786568614158003,1
687,2022-05-31,enterprisemarketingportal,none,referral,47.85,199,7255,208,752.62,13.0,10%,9m 45s,Mobile,Chrome,5,3,0.01652336366098428,1
688,2022-12-23,referral,none,chrome_launch_switch,16.02,2743,3861,971,852.85,13.0,16%,7m 31s,Mobile,Safari,3,3,0.06047628185480969,1
689,2021-07-17,brightedge,none,chrome_launch_switch,84.64,602,7919,969,152.09,19.0,17%,9m 45s,Desktop,Chrome,2,5,0.019591565847916215,1
690,2021-04-29,referral,none,direct,21.5,983,3614,135,261.19,19.0,7%,1m 36s,Mobile,Chrome,4,4,0.05862796931056469,1
691,2022-08-21,enterprisemarketingportal,referral,direct,92.29,9875,2218,941,733.71,21.0,25%,3m 51s,Desktop,Firefox,1,4,0.035462146486967994,1
692,2022-03-12,referral,paid,direct,6.53,5704,6666,577,398.09,1.0,7%,9m 20s,Desktop,Chrome,4,4,-0.0007274806727343153,-1
693,2021-05-25,enterprisemarketingportal,none,chrome_launch_switch,47.47,9291,2574,858,566.55,17.0,13%,1m 4s,Mobile,Firefox,5,4,0.08438108750216583,1
694,2022-08-07,brightedge,paid,organic,6.13,9737,2978,186,449.98,8.0,15%,3m 42s,Desktop,Chrome,3,3,-0.009420947215994624,-1
695,2022-12-11,referral,none,direct,53.48,9538,1319,986,375.69,15.0,14%,8m 35s,Mobile,Safari,1,4,0.09119910447628149,1
696,2022-11-06,enterprisemarketingportal,organic,organic,55.71,916,1368,185,686.69,10.0,24%,5m 16s,Mobile,Safari,4,3,0.05356257806279596,1
697,2021-03-14,brightedge,organic,chrome_launch_switch,60.37,5839,1199,300,611.6,2.0,22%,7m 18s,Desktop,Safari,1,5,0.031246885287196657,1
698,2021-06-18,referral,referral,direct,58.82,5068,1482,965,233.31,2.0,12%,1m 6s,Desktop,Chrome,2,3,0.036380236717077796,1
699,2022-12-20,enterprisemarketingportal,none,referral,34.89,9860,3430,874,940.05,20.0,5%,6m 29s,Desktop,Safari,2,3,0.03298827434475449,1
700,2023-10-18,referral,referral,referral,73.36,6850,8259,622,875.03,3.0,16%,4m 55s,Desktop,Firefox,3,4,0.0653282737707066,1
701,2022-06-10,google,referral,direct,28.7,3717,3085,474,532.49,5.0,21%,10m 44s,Mobile,Firefox,5,4,0.0602826870476737,1
702,2021-01-31,enterprisemarketingportal,referral,chrome_launch_switch,97.23,1843,7518,24,568.79,8.0,15%,4m 13s,Desktop,Safari,5,4,0.019763594134256768,1
703,2022-11-30,google,none,referral,32.25,9089,6988,71,813.17,12.0,6%,8m 41s,Desktop,Firefox,5,4,0.06472585644675444,1
704,2021-07-10,enterprisemarketingportal,paid,chrome_launch_switch,15.0,8531,2619,136,805.42,4.0,24%,3m 51s,Mobile,Safari,5,3,0.008712956265642502,1
705,2023-11-02,referral,paid,organic,50.72,2251,6958,575,729.86,24.0,24%,6m 25s,Desktop,Firefox,3,3,0.07291775807674783,1
706,2023-02-07,enterprisemarketingportal,none,direct,36.12,2194,1299,323,29.71,23.0,16%,1m 12s,Desktop,Chrome,1,5,0.05931069907480746,1
707,2022-07-17,enterprisemarketingportal,paid,direct,60.05,4012,4096,782,262.84,1.0,13%,7m 51s,Desktop,Safari,3,5,0.03208280515885964,1
708,2024-01-15,referral,none,chrome_launch_switch,25.2,2633,251,623,706.87,30.0,15%,2m 45s,Mobile,Firefox,1,5,0.009008726110493193,1
709,2021-04-05,brightedge,organic,direct,20.39,7812,3976,99,35.5,28.0,13%,5m 14s,Mobile,Chrome,4,5,0.03176843886278391,1
710,2023-05-02,referral,referral,chrome_launch_switch,63.01,175,3178,697,244.46,1.0,12%,5m 26s,Desktop,Firefox,2,3,-0.023053649313286018,-1
711,2023-07-25,referral,paid,organic,76.64,2144,5989,885,160.16,8.0,11%,6m 33s,Desktop,Chrome,2,4,0.0740773020660822,1
712,2023-11-15,enterprisemarketingportal,organic,direct,21.37,1888,642,78,599.99,6.0,6%,1m 7s,Mobile,Chrome,4,4,0.05479024043911929,1
713,2022-06-30,referral,organic,chrome_launch_switch,93.6,9656,3126,81,703.74,7.0,20%,3m 30s,Desktop,Safari,2,5,0.007019798427787216,1
714,2021-02-13,enterprisemarketingportal,organic,direct,65.29,53,8212,908,224.09,28.0,20%,8m 13s,Desktop,Firefox,3,4,0.015251413851040674,1
715,2022-11-07,google,none,referral,95.98,8687,7157,526,802.44,10.0,15%,1m 31s,Desktop,Chrome,3,4,0.02998483137682051,1
716,2023-12-22,google,none,chrome_launch_switch,64.37,4700,1067,251,956.95,21.0,15%,3m 48s,Desktop,Firefox,5,5,0.09326820672471259,1
717,2023-10-09,google,paid,referral,5.98,6809,360,435,423.16,26.0,11%,5m 31s,Mobile,Chrome,3,3,0.00800126721086214,1
718,2022-09-29,google,none,chrome_launch_switch,99.59,7372,8669,617,368.09,12.0,5%,5m 15s,Mobile,Safari,4,5,0.02260316058239431,1
719,2021-04-17,google,referral,direct,53.31,2149,4550,952,718.9,28.0,6%,8m 19s,Desktop,Safari,5,3,0.04084366072849599,1
720,2022-12-01,enterprisemarketingportal,paid,direct,30.09,6095,1237,562,732.53,28.0,18%,6m 3s,Desktop,Safari,1,3,0.045182352111870716,1
721,2023-10-30,referral,referral,chrome_launch_switch,79.73,6049,8822,837,376.65,27.0,19%,4m 32s,Desktop,Chrome,5,3,0.05450713087089043,1
722,2022-12-02,enterprisemarketingportal,referral,organic,86.3,9995,6608,112,951.45,6.0,22%,1m 19s,Desktop,Firefox,4,4,0.025293271329979605,1
723,2022-12-24,enterprisemarketingportal,referral,direct,91.31,5505,4397,423,731.07,16.0,14%,1m 29s,Desktop,Firefox,1,4,0.07851082998254122,1
724,2022-09-20,google,organic,organic,53.2,8060,8236,756,980.72,22.0,7%,3m 17s,Mobile,Firefox,5,4,0.10445440954357421,1
725,2022-03-24,enterprisemarketingportal,paid,referral,47.77,6857,4206,807,688.01,5.0,13%,6m 7s,Mobile,Firefox,3,3,0.07007434962899939,1
726,2023-09-03,google,none,organic,17.12,1188,4500,324,562.52,27.0,19%,3m 53s,Mobile,Safari,1,3,0.001943598882988451,1
727,2023-12-13,enterprisemarketingportal,referral,organic,8.88,8513,523,286,286.12,15.0,10%,5m 29s,Mobile,Chrome,4,4,0.06089805718782337,1
728,2022-07-12,google,paid,direct,47.2,1052,7444,872,494.76,23.0,14%,5m 13s,Desktop,Chrome,4,4,0.07505041926692957,1
729,2022-09-09,google,paid,referral,86.29,9974,8617,452,821.3,22.0,15%,2m 35s,Mobile,Firefox,1,5,0.02586323801559809,1
730,2024-01-11,enterprisemarketingportal,none,organic,40.96,9060,1776,182,734.7,26.0,5%,1m 46s,Mobile,Firefox,2,3,0.0330435813288833,1
731,2022-05-30,google,referral,chrome_launch_switch,42.15,3442,998,586,692.62,25.0,16%,3m 10s,Desktop,Chrome,1,3,0.07181039187362637,1
732,2023-02-12,google,none,chrome_launch_switch,59.1,1360,5072,736,551.3,27.0,21%,1m 45s,Desktop,Chrome,4,3,0.03688730372932891,1
733,2022-12-26,brightedge,referral,organic,18.14,6087,6521,651,869.47,12.0,8%,3m 43s,Mobile,Chrome,1,4,0.07218341470115608,1
734,2021-08-06,enterprisemarketingportal,none,chrome_launch_switch,37.24,9665,6319,542,982.09,8.0,9%,9m 29s,Desktop,Firefox,4,4,0.05602702009134042,1
735,2021-12-30,referral,paid,organic,33.93,2047,289,671,421.17,6.0,11%,7m 40s,Desktop,Chrome,1,5,0.06063965036632757,1
736,2022-07-31,enterprisemarketingportal,organic,referral,44.62,4764,7928,326,774.94,19.0,21%,8m 41s,Mobile,Safari,4,4,0.10274982005281647,1
737,2022-12-26,brightedge,paid,direct,20.96,6512,2553,72,349.2,15.0,8%,1m 8s,Desktop,Safari,1,5,0.0722015636092389,1
738,2023-07-25,referral,organic,referral,24.01,8243,1639,968,349.43,2.0,16%,3m 59s,Desktop,Chrome,4,4,0.02387827046028379,1
